filename	is_connected	largest_cc_nodes	total_nodes	largest_cc_ratio
360105.npz	False	439	553	0.7938517179023508
360107.npz	False	329	433	0.7598152424942263
360910.npz	False	723	982	0.7362525458248472
360911.npz	False	498	714	0.6974789915966386
362663.npz	False	1197	1508	0.7937665782493368
362948.npz	False	329	445	0.7393258426966293
362976.npz	False	73	428	0.1705607476635514
363253.npz	False	233	380	0.6131578947368421
365044.npz	False	820	1127	0.7275953859804791
365046.npz	False	757	1039	0.7285851780558229
365659.npz	False	338	493	0.6855983772819473
36630.npz	False	1034	1577	0.6556753329105898
366394.npz	False	743	1039	0.7151106833493744
366602.npz	False	861	1140	0.7552631578947369
367336.npz	False	169	383	0.4412532637075718
367737.npz	False	445	612	0.7271241830065359
367775.npz	False	615	1130	0.5442477876106194
367928.npz	False	107	249	0.42971887550200805
368407.npz	False	389	542	0.7177121771217713
368408.npz	False	220	363	0.6060606060606061
36870.npz	False	217	262	0.8282442748091603
3694.npz	False	2870	4914	0.584045584045584
369723.npz	False	601	910	0.6604395604395604
3702.npz	False	10998	11256	0.9770788912579957
370354.npz	False	226	616	0.36688311688311687
370438.npz	False	426	592	0.7195945945945946
371731.npz	False	126	415	0.3036144578313253
372461.npz	False	74	106	0.6981132075471698
373153.npz	False	382	561	0.6809269162210339
373903.npz	False	408	601	0.6788685524126455
374463.npz	False	211	287	0.735191637630662
374847.npz	False	255	370	0.6891891891891891
375286.npz	False	642	872	0.7362385321100917
375451.npz	False	854	1230	0.6943089430894309
376619.npz	False	181	297	0.6094276094276094
376686.npz	False	656	781	0.8399487836107554
37692.npz	False	41	87	0.47126436781609193
377431.npz	False	30	276	0.10869565217391304
377629.npz	False	688	880	0.7818181818181819
378753.npz	False	509	660	0.7712121212121212
378806.npz	False	910	1230	0.7398373983739838
379066.npz	False	502	755	0.6649006622516557
379508.npz	False	669	1225	0.5461224489795918
379731.npz	False	299	614	0.48697068403908794
380394.npz	False	554	721	0.768377253814147
380703.npz	False	893	1220	0.7319672131147541
380749.npz	False	375	506	0.741106719367589
381046.npz	False	832	1264	0.6582278481012658
381666.npz	False	1534	1878	0.8168264110756124
381764.npz	False	306	436	0.7018348623853211
382245.npz	False	804	1184	0.6790540540540541
382464.npz	False	125	307	0.40716612377850164
382638.npz	False	287	414	0.6932367149758454
382640.npz	False	37	206	0.1796116504854369
383372.npz	False	684	926	0.7386609071274298
383407.npz	False	702	896	0.7834821428571429
384616.npz	False	308	419	0.7350835322195705
384676.npz	False	1215	1461	0.8316221765913757
3847.npz	False	3500	5785	0.6050129645635264
384765.npz	False	352	645	0.5457364341085271
386043.npz	False	524	803	0.6525529265255293
386415.npz	False	397	540	0.7351851851851852
387092.npz	False	385	528	0.7291666666666666
387093.npz	False	470	596	0.7885906040268457
387344.npz	False	324	478	0.6778242677824268
387662.npz	False	20	54	0.37037037037037035
388399.npz	False	123	672	0.18303571428571427
388401.npz	False	216	505	0.4277227722772277
388413.npz	False	116	350	0.3314285714285714
388919.npz	False	434	618	0.7022653721682848
390235.npz	False	1045	1423	0.7343640196767393
390236.npz	False	15	83	0.18072289156626506
390333.npz	False	248	350	0.7085714285714285
390874.npz	False	356	511	0.6966731898238747
391008.npz	False	655	719	0.9109874826147427
391009.npz	False	304	447	0.680089485458613
391037.npz	False	832	1122	0.7415329768270945
391038.npz	False	1108	1505	0.7362126245847176
391165.npz	False	591	731	0.8084815321477428
391295.npz	False	403	561	0.7183600713012478
391574.npz	False	337	551	0.6116152450090744
391587.npz	False	65	305	0.21311475409836064
391589.npz	False	413	751	0.5499334221038615
391591.npz	False	468	794	0.5894206549118388
391592.npz	False	149	309	0.48220064724919093
391595.npz	False	807	1205	0.6697095435684647
391598.npz	False	60	257	0.23346303501945526
391600.npz	False	24	282	0.0851063829787234
391603.npz	False	49	270	0.1814814814814815
391612.npz	False	161	407	0.3955773955773956
391613.npz	False	182	488	0.3729508196721312
391616.npz	False	96	521	0.18426103646833014
391619.npz	False	83	534	0.15543071161048688
391623.npz	False	303	407	0.7444717444717445
391624.npz	False	341	676	0.5044378698224852
391625.npz	False	76	328	0.23170731707317074
391626.npz	False	725	1091	0.6645279560036663
391735.npz	False	978	1462	0.6689466484268126
391896.npz	False	137	257	0.5330739299610895
392499.npz	False	944	1161	0.8130921619293713
392500.npz	False	840	1051	0.7992388201712655
393305.npz	False	422	718	0.5877437325905293
393595.npz	False	622	779	0.7984595635430038
394.npz	False	786	1096	0.7171532846715328
39416.npz	False	642	1135	0.5656387665198238
394221.npz	False	537	711	0.7552742616033755
394503.npz	False	462	693	0.6666666666666666
395019.npz	False	1203	1631	0.7375843041079092
395492.npz	False	777	1121	0.6931311329170383
395494.npz	False	515	694	0.7420749279538905
395495.npz	False	887	1221	0.7264537264537264
395961.npz	False	662	939	0.7050053248136315
395963.npz	False	701	921	0.761129207383279
395965.npz	False	724	953	0.7597061909758657
396513.npz	False	132	439	0.30068337129840544
396588.npz	False	566	767	0.7379400260756193
396595.npz	False	561	699	0.8025751072961373
397945.npz	False	827	1154	0.7166377816291161
397948.npz	False	358	432	0.8287037037037037
398511.npz	False	666	930	0.7161290322580646
398513.npz	False	143	232	0.6163793103448276
398527.npz	False	1420	1886	0.7529162248144221
398578.npz	False	990	1443	0.6860706860706861
398579.npz	False	794	1052	0.7547528517110266
398580.npz	False	782	1014	0.7712031558185405
398720.npz	False	91	355	0.2563380281690141
398767.npz	False	550	802	0.685785536159601
39946.npz	False	10	105	0.09523809523809523
39947.npz	False	1136	1787	0.6357022943480694
399549.npz	False	384	498	0.7710843373493976
399550.npz	False	171	271	0.6309963099630996
399739.npz	False	932	1292	0.7213622291021672
399741.npz	False	1181	1557	0.7585099550417469
399742.npz	False	975	1289	0.756400310318076
399795.npz	False	302	589	0.5127334465195246
40041.npz	False	354	520	0.6807692307692308
400668.npz	False	916	1306	0.7013782542113323
400682.npz	False	854	1487	0.574310692669805
401053.npz	False	637	778	0.8187660668380463
401473.npz	False	409	545	0.7504587155963303
401526.npz	False	54	278	0.19424460431654678
402612.npz	False	120	321	0.37383177570093457
402626.npz	False	916	1238	0.7399030694668821
402880.npz	False	386	494	0.7813765182186235
402881.npz	False	728	946	0.7695560253699789
403833.npz	False	362	540	0.6703703703703704
404380.npz	False	649	950	0.6831578947368421
404589.npz	False	742	955	0.7769633507853403
405566.npz	False	262	388	0.6752577319587629
40559.npz	False	807	1315	0.6136882129277567
405948.npz	False	1251	1613	0.7755734655920645
406327.npz	False	389	490	0.7938775510204081
406817.npz	False	714	948	0.7531645569620253
406818.npz	False	710	919	0.7725788900979326
4081.npz	False	2133	3601	0.5923354623715634
408672.npz	False	311	668	0.4655688622754491
410358.npz	False	313	428	0.7313084112149533
410359.npz	False	340	479	0.7098121085594989
411154.npz	False	540	649	0.8320493066255779
4113.npz	False	1896	3239	0.5853658536585366
411462.npz	False	43	298	0.14429530201342283
411463.npz	False	22	213	0.10328638497652583
411464.npz	False	33	251	0.13147410358565736
411465.npz	False	21	150	0.14
411468.npz	False	40	318	0.12578616352201258
411469.npz	False	30	281	0.10676156583629894
411471.npz	False	184	403	0.456575682382134
411474.npz	False	20	233	0.08583690987124463
411483.npz	False	91	349	0.2607449856733524
411490.npz	False	52	412	0.1262135922330097
411684.npz	False	221	626	0.35303514376996803
411903.npz	False	74	215	0.34418604651162793
412030.npz	False	922	2082	0.44284341978866476
412133.npz	False	312	813	0.3837638376383764
412419.npz	False	67	199	0.33668341708542715
412597.npz	False	320	574	0.5574912891986062
412965.npz	False	371	409	0.9070904645476773
413404.npz	False	356	416	0.8557692307692307
41431.npz	False	563	866	0.6501154734411085
414684.npz	False	714	984	0.725609756097561
415426.npz	False	199	284	0.7007042253521126
416269.npz	False	526	705	0.7460992907801418
416348.npz	False	411	598	0.6872909698996655
416591.npz	False	346	532	0.650375939849624
416870.npz	False	431	584	0.738013698630137
419610.npz	False	846	1155	0.7324675324675325
419665.npz	False	386	470	0.8212765957446808
419947.npz	False	937	1743	0.5375788869764774
420245.npz	False	350	735	0.47619047619047616
420246.npz	False	699	975	0.7169230769230769
420247.npz	False	337	451	0.7472283813747228
420336.npz	False	51	281	0.18149466192170818
420662.npz	False	745	978	0.7617586912065439
420890.npz	False	318	455	0.6989010989010989
425104.npz	False	810	1094	0.7404021937842779
425265.npz	False	409	907	0.45093715545755236
426114.npz	False	683	906	0.7538631346578366
426117.npz	False	1122	1555	0.7215434083601286
426355.npz	False	949	1342	0.7071535022354695
426368.npz	False	352	481	0.7318087318087318
428125.npz	False	17	208	0.08173076923076923
428126.npz	False	24	216	0.1111111111111111
429009.npz	False	355	507	0.7001972386587771
430066.npz	False	229	444	0.5157657657657657
43179.npz	False	20	166	0.12048192771084337
431895.npz	False	466	839	0.5554231227651967
431943.npz	False	522	729	0.7160493827160493
431947.npz	False	308	405	0.7604938271604939
434131.npz	False	185	242	0.7644628099173554
435258.npz	False	355	725	0.4896551724137931
435590.npz	False	575	719	0.799721835883171
435591.npz	False	572	701	0.8159771754636234
435832.npz	False	237	389	0.609254498714653
435837.npz	False	213	395	0.5392405063291139
435838.npz	False	257	441	0.5827664399092971
435842.npz	False	70	243	0.2880658436213992
436017.npz	False	608	1000	0.608
436114.npz	False	369	494	0.7469635627530364
436308.npz	False	303	395	0.7670886075949367
436717.npz	False	806	963	0.8369678089304258
436907.npz	False	788	1294	0.6089644513137558
438753.npz	False	963	1373	0.7013838310269482
439235.npz	False	719	1062	0.6770244821092278
439292.npz	False	612	879	0.6962457337883959
439375.npz	False	852	1258	0.6772655007949125
439481.npz	False	221	308	0.7175324675324676
439493.npz	False	182	338	0.5384615384615384
43989.npz	False	622	888	0.7004504504504504
440497.npz	False	49	171	0.28654970760233917
441620.npz	False	843	1181	0.7138018628281118
441768.npz	False	195	307	0.6351791530944625
441769.npz	False	35	208	0.16826923076923078
443143.npz	False	660	990	0.6666666666666666
443144.npz	False	646	943	0.6850477200424178
443152.npz	False	213	548	0.3886861313868613
443218.npz	False	897	1149	0.7806788511749347
443254.npz	False	331	504	0.6567460317460317
443255.npz	False	380	651	0.5837173579109063
443906.npz	False	501	692	0.7239884393063584
444157.npz	False	298	414	0.7198067632850241
444158.npz	False	347	466	0.7446351931330472
444177.npz	False	579	975	0.5938461538461538
444612.npz	False	25	103	0.24271844660194175
445932.npz	False	259	331	0.7824773413897281
445970.npz	False	31	172	0.18023255813953487
445971.npz	False	17	182	0.09340659340659341
445972.npz	False	26	240	0.10833333333333334
445973.npz	False	27	274	0.09854014598540146
445974.npz	False	109	322	0.3385093167701863
445975.npz	False	38	243	0.15637860082304528
446462.npz	False	377	615	0.6130081300813008
446465.npz	False	553	787	0.7026683608640406
446466.npz	False	601	792	0.7588383838383839
446468.npz	False	740	985	0.751269035532995
446469.npz	False	582	837	0.6953405017921147
446470.npz	False	778	1086	0.716390423572744
446471.npz	False	566	781	0.7247119078104993
44689.npz	False	1644	2065	0.7961259079903148
448385.npz	False	977	1245	0.7847389558232932
449447.npz	False	212	418	0.507177033492823
449673.npz	False	87	343	0.2536443148688047
450851.npz	False	755	977	0.7727737973387923
4513.npz	False	21	50	0.42
45157.npz	False	554	895	0.6189944134078212
451757.npz	False	204	396	0.5151515151515151
452471.npz	False	101	138	0.7318840579710145
452637.npz	False	622	849	0.7326266195524146
452638.npz	False	375	447	0.8389261744966443
452652.npz	False	1021	1345	0.7591078066914498
452662.npz	False	755	957	0.7889237199582028
452863.npz	False	747	950	0.7863157894736842
4533.npz	False	1784	2946	0.6055668703326544
45351.npz	False	1026	1621	0.6329426280074029
453591.npz	False	235	300	0.7833333333333333
4538.npz	False	11	35	0.3142857142857143
4555.npz	False	2065	3403	0.6068175139582721
455632.npz	False	1056	1432	0.7374301675977654
4558.npz	False	2013	3503	0.5746502997430774
456320.npz	False	327	452	0.7234513274336283
456442.npz	False	385	512	0.751953125
456481.npz	False	569	687	0.8282387190684134
457396.npz	False	25	182	0.13736263736263737
457398.npz	False	40	328	0.12195121951219512
457405.npz	False	50	233	0.2145922746781116
457421.npz	False	150	385	0.38961038961038963
457424.npz	False	153	378	0.40476190476190477
457425.npz	False	952	1298	0.7334360554699538
457427.npz	False	242	670	0.3611940298507463
457429.npz	False	445	743	0.5989232839838493
457570.npz	False	406	594	0.6835016835016835
4577.npz	False	1526	2849	0.5356265356265356
458233.npz	False	371	514	0.7217898832684825
458817.npz	False	821	1086	0.7559852670349908
460265.npz	False	1089	1446	0.7531120331950207
463191.npz	False	471	797	0.5909661229611042
465515.npz	False	444	559	0.7942754919499105
465817.npz	False	747	1038	0.7196531791907514
467200.npz	False	228	573	0.39790575916230364
467705.npz	False	413	550	0.7509090909090909
469008.npz	False	1789	3273	0.5465933394439352
469371.npz	False	683	899	0.7597330367074527
469378.npz	False	265	358	0.7402234636871509
469381.npz	False	34	316	0.10759493670886076
469382.npz	False	353	567	0.6225749559082893
469383.npz	False	838	1250	0.6704
469595.npz	False	385	637	0.6043956043956044
469596.npz	False	98	246	0.3983739837398374
469606.npz	False	45	228	0.19736842105263158
469610.npz	False	64	315	0.20317460317460317
469613.npz	False	409	662	0.6178247734138973
469615.npz	False	42	238	0.17647058823529413
469616.npz	False	142	305	0.46557377049180326
469617.npz	False	58	280	0.20714285714285716
469618.npz	False	161	366	0.43989071038251365
470145.npz	False	106	318	0.3333333333333333
470146.npz	False	19	210	0.09047619047619047
471223.npz	False	566	780	0.7256410256410256
471821.npz	False	241	293	0.8225255972696246
471852.npz	False	763	1029	0.7414965986394558
471853.npz	False	640	830	0.7710843373493976
471854.npz	False	710	861	0.8246225319396051
471855.npz	False	393	553	0.7106690777576854
471856.npz	False	463	635	0.7291338582677165
471857.npz	False	773	961	0.8043704474505723
471870.npz	False	109	364	0.29945054945054944
472759.npz	False	659	822	0.8017031630170316
476272.npz	False	39	286	0.13636363636363635
477974.npz	False	394	555	0.7099099099099099
4787.npz	False	917	1507	0.608493696084937
478749.npz	False	181	517	0.35009671179883944
478801.npz	False	457	605	0.7553719008264462
479431.npz	False	846	1049	0.8064823641563393
479432.npz	False	1149	1530	0.7509803921568627
479433.npz	False	1132	1474	0.76797829036635
479434.npz	False	563	762	0.7388451443569554
479435.npz	False	917	1251	0.7330135891286971
479436.npz	False	400	524	0.7633587786259542
479437.npz	False	344	544	0.6323529411764706
481448.npz	False	466	549	0.848816029143898
481743.npz	False	811	1343	0.6038719285182428
481805.npz	False	1198	1573	0.7616020343293071
483215.npz	False	216	429	0.5034965034965035
483219.npz	False	804	1094	0.7349177330895795
484018.npz	False	84	349	0.24068767908309455
484019.npz	False	315	465	0.6774193548387096
484022.npz	False	155	317	0.4889589905362776
485913.npz	False	362	642	0.5638629283489096
485914.npz	False	383	602	0.6362126245847176
485915.npz	False	424	621	0.6827697262479872
485916.npz	False	527	764	0.6897905759162304
485917.npz	False	579	710	0.8154929577464789
485918.npz	False	778	939	0.8285410010649628
486041.npz	False	705	1384	0.509393063583815
487796.npz	False	96	241	0.3983402489626556
487797.npz	False	96	201	0.47761194029850745
488538.npz	False	909	1048	0.8673664122137404
4896.npz	False	4086	4125	0.9905454545454545
489653.npz	False	420	515	0.8155339805825242
489825.npz	False	70	408	0.1715686274509804
490899.npz	False	180	273	0.6593406593406593
491915.npz	False	598	794	0.7531486146095718
491916.npz	False	777	1138	0.6827768014059754
491952.npz	False	767	1129	0.6793622674933569
4929.npz	False	7	48	0.14583333333333334
4932.npz	True	6011	6011	1.0
4950.npz	False	839	1246	0.673354735152488
4952.npz	False	659	1264	0.5213607594936709
4956.npz	False	842	1250	0.6736
496833.npz	False	76	168	0.4523809523809524
497964.npz	False	50	284	0.176056338028169
497965.npz	False	687	974	0.7053388090349076
498211.npz	False	613	823	0.7448359659781288
498217.npz	False	756	1027	0.7361246348588121
498742.npz	False	10	81	0.12345679012345678
498761.npz	False	443	648	0.683641975308642
498848.npz	False	61	300	0.20333333333333334
499177.npz	False	457	701	0.651925820256776
499229.npz	False	205	344	0.5959302325581395
500485.npz	False	1110	1597	0.6950532247964935
500633.npz	False	18	244	0.07377049180327869
500635.npz	False	217	452	0.48008849557522126
500637.npz	False	301	659	0.456752655538695
500639.npz	False	319	687	0.4643377001455604
500640.npz	False	485	914	0.5306345733041575
501479.npz	False	381	715	0.5328671328671328
502025.npz	False	739	948	0.7795358649789029
502347.npz	False	19	43	0.4418604651162791
502558.npz	False	352	537	0.6554934823091247
502779.npz	False	668	1124	0.594306049822064
504472.npz	False	705	876	0.8047945205479452
504474.npz	False	68	293	0.23208191126279865
504728.npz	False	248	372	0.6666666666666666
504832.npz	False	200	443	0.45146726862302483
5057.npz	False	943	1479	0.6375929682217715
5059.npz	False	1132	1668	0.6786570743405276
5061.npz	False	789	1279	0.6168881939014855
5062.npz	False	933	1400	0.6664285714285715
5085.npz	False	1012	1537	0.6584255042290176
509190.npz	False	747	976	0.7653688524590164
509191.npz	False	150	379	0.39577836411609496
511062.npz	False	719	1040	0.6913461538461538
511145.npz	False	3027	3068	0.9866362451108214
511437.npz	False	413	591	0.6988155668358714
511680.npz	False	103	326	0.3159509202453988
511995.npz	False	249	318	0.7830188679245284
512564.npz	False	89	157	0.5668789808917197
5141.npz	False	738	1364	0.5410557184750733
51453.npz	False	839	1336	0.6279940119760479
515618.npz	False	147	215	0.6837209302325581
515620.npz	False	335	453	0.739514348785872
515622.npz	False	425	633	0.6714060031595577
515635.npz	False	356	525	0.6780952380952381
515849.npz	False	889	1423	0.6247364722417428
517417.npz	False	540	623	0.8667736757624398
517418.npz	False	542	672	0.8065476190476191
517722.npz	False	272	398	0.6834170854271356
5180.npz	False	489	856	0.5712616822429907
518637.npz	False	34	201	0.1691542288557214
518766.npz	False	525	667	0.7871064467766117
519441.npz	False	203	346	0.5867052023121387
519442.npz	False	390	548	0.7116788321167883
521000.npz	False	371	785	0.4726114649681529
521003.npz	False	40	172	0.23255813953488372
521010.npz	False	55	189	0.291005291005291
521011.npz	False	397	543	0.7311233885819521
521045.npz	False	357	469	0.7611940298507462
521095.npz	False	241	354	0.6807909604519774
521096.npz	False	735	952	0.7720588235294118
521097.npz	False	360	429	0.8391608391608392
521098.npz	False	612	728	0.8406593406593407
521460.npz	False	421	609	0.6912972085385879
521674.npz	False	519	675	0.7688888888888888
522306.npz	False	661	946	0.6987315010570825
522373.npz	False	658	905	0.7270718232044199
522772.npz	False	487	747	0.6519410977242303
523791.npz	False	532	633	0.8404423380726699
523794.npz	False	395	523	0.7552581261950286
523846.npz	False	319	417	0.7649880095923262
523850.npz	False	252	406	0.6206896551724138
525146.npz	False	408	654	0.6238532110091743
525244.npz	False	183	393	0.46564885496183206
525245.npz	False	116	233	0.4978540772532189
525246.npz	False	210	367	0.5722070844686649
525254.npz	False	105	221	0.4751131221719457
525255.npz	False	119	244	0.48770491803278687
525256.npz	False	58	220	0.2636363636363636
525257.npz	False	295	530	0.5566037735849056
525260.npz	False	187	351	0.5327635327635327
525263.npz	False	178	337	0.5281899109792285
525264.npz	False	217	384	0.5651041666666666
525268.npz	False	240	395	0.6075949367088608
525282.npz	False	112	269	0.4163568773234201
525309.npz	False	130	323	0.4024767801857585
525318.npz	False	207	426	0.4859154929577465
525365.npz	False	78	273	0.2857142857142857
525366.npz	False	59	230	0.2565217391304348
525367.npz	False	206	503	0.4095427435387674
525373.npz	False	285	495	0.5757575757575758
525378.npz	False	246	460	0.5347826086956522
525379.npz	False	186	368	0.5054347826086957
525897.npz	False	544	852	0.6384976525821596
525898.npz	False	417	581	0.7177280550774526
525903.npz	False	372	538	0.6914498141263941
525904.npz	False	551	722	0.7631578947368421
525909.npz	False	428	535	0.8
525919.npz	False	291	444	0.6554054054054054
52598.npz	False	139	495	0.2808080808080808
526218.npz	False	766	959	0.7987486965589156
526221.npz	False	887	1421	0.6242083040112597
526222.npz	False	79	325	0.24307692307692308
526224.npz	False	355	565	0.6283185840707964
526225.npz	False	833	1042	0.7994241842610365
526226.npz	False	775	1009	0.7680872150644202
526227.npz	False	533	741	0.7192982456140351
5270.npz	False	11	61	0.18032786885245902
529507.npz	False	714	934	0.7644539614561028
5297.npz	False	683	1353	0.5048041389504804
529709.npz	False	231	356	0.648876404494382
530564.npz	False	519	714	0.726890756302521
531844.npz	False	412	491	0.8391038696537678
533240.npz	False	55	330	0.16666666666666666
533247.npz	False	141	370	0.3810810810810811
535289.npz	False	653	964	0.6773858921161826
536019.npz	False	1152	1720	0.6697674418604651
536227.npz	False	33	322	0.10248447204968944
536233.npz	False	196	446	0.43946188340807174
537007.npz	False	217	407	0.5331695331695332
537011.npz	False	195	349	0.5587392550143266
537013.npz	False	27	192	0.140625
537021.npz	False	239	326	0.7331288343558282
537970.npz	False	54	265	0.2037735849056604
537971.npz	False	73	274	0.2664233576642336
537972.npz	False	51	251	0.20318725099601595
543526.npz	False	443	651	0.6804915514592934
543728.npz	False	1179	1670	0.7059880239520958
543734.npz	False	530	758	0.6992084432717678
545693.npz	False	961	1300	0.7392307692307692
545694.npz	False	440	812	0.541871921182266
545695.npz	False	420	767	0.5475880052151239
546262.npz	False	149	358	0.41620111731843573
546263.npz	False	23	146	0.15753424657534246
546266.npz	False	267	423	0.6312056737588653
546267.npz	False	186	379	0.49076517150395776
546268.npz	False	219	414	0.5289855072463768
546269.npz	False	248	338	0.7337278106508875
546270.npz	False	148	269	0.550185873605948
546271.npz	False	475	650	0.7307692307692307
546274.npz	False	71	241	0.2946058091286307
546275.npz	False	158	359	0.4401114206128134
546414.npz	False	518	676	0.7662721893491125
547042.npz	False	95	304	0.3125
547043.npz	False	70	214	0.32710280373831774
547045.npz	False	251	446	0.5627802690582959
547558.npz	False	394	531	0.7419962335216572
547559.npz	False	431	656	0.6570121951219512
548476.npz	False	471	618	0.7621359223300971
548477.npz	False	206	402	0.5124378109452736
550540.npz	False	695	975	0.7128205128205128
551115.npz	False	515	696	0.7399425287356322
5518.npz	False	11	47	0.23404255319148937
552396.npz	False	164	362	0.4530386740331492
552398.npz	False	159	328	0.4847560975609756
552531.npz	False	316	417	0.7577937649880095
552811.npz	False	290	390	0.7435897435897436
553171.npz	False	128	238	0.5378151260504201
553174.npz	False	365	447	0.8165548098434005
553175.npz	False	107	242	0.44214876033057854
553177.npz	False	135	282	0.4787234042553192
553178.npz	False	137	256	0.53515625
553184.npz	False	86	218	0.3944954128440367
553190.npz	False	226	296	0.7635135135135135
553204.npz	False	259	413	0.6271186440677966
553207.npz	False	70	294	0.23809523809523808
553217.npz	False	259	401	0.6458852867830424
553218.npz	False	70	293	0.23890784982935154
553219.npz	False	170	332	0.5120481927710844
553220.npz	False	169	312	0.5416666666666666
553480.npz	False	681	945	0.7206349206349206
553973.npz	False	64	324	0.19753086419753085
555079.npz	False	381	566	0.6731448763250883
555088.npz	False	47	315	0.1492063492063492
555217.npz	False	373	515	0.7242718446601941
555778.npz	False	501	651	0.7695852534562212
555779.npz	False	30	252	0.11904761904761904
556261.npz	False	90	475	0.18947368421052632
556263.npz	False	30	207	0.14492753623188406
556267.npz	False	67	266	0.2518796992481203
556268.npz	False	156	297	0.5252525252525253
556269.npz	False	142	310	0.45806451612903226
557598.npz	False	582	808	0.7202970297029703
557599.npz	False	560	837	0.6690561529271206
557723.npz	False	200	420	0.47619047619047616
561007.npz	False	634	887	0.7147688838782412
561180.npz	False	164	296	0.5540540540540541
561229.npz	False	855	1222	0.6996726677577741
561230.npz	False	881	1302	0.6766513056835638
561231.npz	False	925	1320	0.7007575757575758
562970.npz	False	678	864	0.7847222222222222
562981.npz	False	58	169	0.3431952662721893
562982.npz	False	129	186	0.6935483870967742
562983.npz	False	60	145	0.41379310344827586
563008.npz	False	101	278	0.36330935251798563
563037.npz	False	39	230	0.16956521739130434
563038.npz	False	63	222	0.28378378378378377
563040.npz	False	462	594	0.7777777777777778
563192.npz	False	104	382	0.27225130890052357
565034.npz	False	353	561	0.6292335115864528
565575.npz	False	58	116	0.5
565655.npz	False	545	889	0.6130483689538808
5661.npz	False	335	655	0.5114503816793893
5664.npz	False	363	729	0.49794238683127573
566461.npz	False	482	668	0.7215568862275449
56780.npz	False	536	757	0.7080581241743725
568703.npz	False	617	969	0.6367389060887513
568816.npz	False	401	552	0.7264492753623188
568817.npz	False	213	286	0.7447552447552448
5691.npz	False	384	708	0.5423728813559322
570417.npz	False	73	173	0.42196531791907516
572263.npz	False	79	135	0.5851851851851851
572265.npz	False	315	450	0.7
572477.npz	False	565	825	0.6848484848484848
572478.npz	False	418	514	0.8132295719844358
572479.npz	False	353	570	0.6192982456140351
572480.npz	False	587	839	0.699642431466031
572544.npz	False	365	478	0.7635983263598326
572546.npz	False	284	402	0.7064676616915423
572547.npz	False	379	506	0.7490118577075099
573061.npz	False	653	963	0.6780893042575286
573063.npz	False	299	450	0.6644444444444444
573064.npz	False	311	429	0.7249417249417249
573065.npz	False	651	827	0.7871825876662636
573370.npz	False	504	831	0.6064981949458483
573413.npz	False	597	1099	0.543221110100091
573569.npz	False	470	552	0.8514492753623188
573729.npz	False	802	1339	0.5989544436146378
573826.npz	False	851	1272	0.6690251572327044
574087.npz	False	490	681	0.7195301027900147
574556.npz	False	185	291	0.6357388316151202
575540.npz	False	500	647	0.7727975270479135
575564.npz	False	292	448	0.6517857142857143
575584.npz	False	358	576	0.6215277777777778
575586.npz	False	300	465	0.6451612903225806
575587.npz	False	301	459	0.6557734204793029
575588.npz	False	279	456	0.6118421052631579
575589.npz	False	328	473	0.693446088794926
575590.npz	False	48	208	0.23076923076923078
575593.npz	False	85	191	0.44502617801047123
575594.npz	False	115	208	0.5528846153846154
575606.npz	False	58	217	0.2672811059907834
575609.npz	False	55	138	0.39855072463768115
575611.npz	False	203	342	0.5935672514619883
575614.npz	False	274	379	0.7229551451187335
575615.npz	False	36	228	0.15789473684210525
